
2020-03-29,Guyana,,5.0,-58.75,8,0,1
2020-03-30,Guyana,,5.0,-58.75,8,0,1
2020-03-31,Guyana,,5.0,-58.75,12,0,2
2020-04-01,Guyana,,5.0,-58.75,19,0,2
2020-04-02,Guyana,,5.0,-58.75,19,0,4
2020-04-03,Guyana,,5.0,-58.75,23,0,4
2020-04-04,Guyana,,5.0,-58.75,23,0,4
2020-04-05,Guyana,,5.0,-58.75,24,0,4
2020-04-06,Guyana,,5.0,-58.75,31,8,4
2020-04-07,Guyana,,5.0,-58.75,33,8,5
2020-04-08,Guyana,,5.0,-58.75,37,8,6
2020-04-09,Guyana,,5.0,-58.75,37,8,6
2020-04-10,Guyana,,5.0,-58.75,37,8,6
2020-04-11,Guyana,,5.0,-58.75,45,8,6
2020-04-12,Guyana,,5.0,-58.75,45,8,6
2020-04-13,Guyana,,5.0,-58.75,45,8,6
2020-04-14,Guyana,,5.0,-58.75,47,8,6
2020-04-15,Guyana,,5.0,-58.75,55,8,6
2020-04-16,Guyana,,5.0,-58.75,55,8,6
2020-04-17,Guyana,,5.0,-58.75,63,9,6
2020-04-18,Guyana,,5.0,-58.75,63,9,6
2020-04-19,Guyana,,5.0,-58.75,65,9,7
2020-04-20,Guyana,,5.0,-58.75,65,9,7
2020-04-21,Guyana,,5.0,-58.75,66,9,7
2020-04-22,Guyana,,5.0,-58.75,67,9,7
2020-04-23,Guyana,,5.0,-58.75,70,9,7
2020-04-24,Guyana,,5.0,-58.75,73,12,7
2020-04-25,Guyana,,5.0,-58.75,73,12,7
2020-04-26,Guyana,,5.0,-58.75,74,12,8
2020-04-27,Guyana,,5.0,-58.75,74,15,8
2020-04-28,Guyana,,5.0,-58.75,74,15,8
2020-04-29,Guyana,,5.0,-58.75,78,18,8
2020-04-30,Guyana,,5.0,-58.75,82,22,9
2020-05-01,Guyana,,5.0,-58.75,82,22,9
2020-05-02,Guyana,,5.0,-58.75,82,22,9
2020-05-03,Guyana,,5.0,-58.75,82,22,9
2020-05-04,Guyana,,5.0,-58.75,92,27,9
2020-05-05,Guyana,,5.0,-58.75,93,27,10
2020-05-06,Guyana,,5.0,-58.75,93,27,10
2020-05-07,Guyana,,5.0,-58.75,93,27,10
2020-05-08,Guyana,,5.0,-58.75,94,35,10
2020-05-09,Guyana,,5.0,-58.75,94,35,10
2020-05-10,Guyana,,5.0,-58.75,104,35,10
2020-05-11,Guyana,,5.0,-58.75,109,36,10
2020-05-12,Guyana,,5.0,-58.75,113,36,10
2020-05-13,Guyana,,5.0,-58.75,113,41,10
2020-05-14,Guyana,,5.0,-58.75,113,42,10
2020-05-15,Guyana,,5.0,-58.75,116,43,10
2020-05-16,Guyana,,5.0,-58.75,117,43,10
2020-05-17,Guyana,,5.0,-58.75,117,43,10
2020-05-18,Guyana,,5.0,-58.75,124,44,10
2020-05-19,Guyana,,5.0,-58.75,125,46,10
2020-05-20,Guyana,,5.0,-58.75,125,47,10
2020-05-21,Guyana,,5.0,-58.75,127,57,10
2020-05-22,Guyana,,5.0,-58.75,127,57,10
2020-05-23,Guyana,,5.0,-58.75,127,58,10
2020-05-24,Guyana,,5.0,-58.75,135,62,10
2020-05-25,Guyana,,5.0,-58.75,137,62,11
2020-05-26,Guyana,,5.0,-58.75,139,62,11
2020-05-27,Guyana,,5.0,-58.75,139,67,11
2020-05-28,Guyana,,5.0,-58.75,150,67,11
2020-05-29,Guyana,,5.0,-58.75,150,67,11
2020-05-30,Guyana,,5.0,-58.75,152,67,12
2020-05-31,Guyana,,5.0,-58.75,153,70,12
2020-06-01,Guyana,,5.0,-58.75,153,70,12
2020-06-02,Guyana,,5.0,-58.75,153,70,12
2020-06-03,Guyana,,5.0,-58.75,153,70,12
2020-06-04,Guyana,,5.0,-58.75,153,77,12
2020-06-05,Guyana,,5.0,-58.75,153,77,12
2020-06-06,Guyana,,5.0,-58.75,154,80,12
2020-06-07,Guyana,,5.0,-58.75,154,80,12
2020-06-08,Guyana,,5.0,-58.75,154,84,12
2020-06-09,Guyana,,5.0,-58.75,156,86,12
2020-01-22,Haiti,,18.9712,-72.2852,0,0,0
2020-01-23,Haiti,,18.9712,-72.2852,0,0,0
2020-01-24,Haiti,,18.9712,-72.2852,0,0,0
2020-01-25,Haiti,,18.9712,-72.2852,0,0,0
2020-01-26,Haiti,,18.9712,-72.2852,0,0,0
2020-01-27,Haiti,,18.9712,-72.2852,0,0,0
2020-01-28,Haiti,,18.9712,-72.2852,0,0,0
2020-01-29,Haiti,,18.9712,-72.2852,0,0,0
2020-01-30,Haiti,,18.9712,-72.2852,0,0,0
2020-01-31,Haiti,,18.9712,-72.2852,0,0,0
2020-02-01,Haiti,,18.9712,-72.2852,0,0,0
2020-02-02,Haiti,,18.9712,-72.2852,0,0,0
2020-02-03,Haiti,,18.9712,-72.2852,0,0,0
2020-02-04,Haiti,,18.9712,-72.2852,0,0,0
2020-02-05,Haiti,,18.9712,-72.2852,0,0,0
2020-02-06,Haiti,,18.9712,-72.2852,0,0,0
2020-02-07,Haiti,,18.9712,-72.2852,0,0,0
2020-02-08,Haiti,,18.9712,-72.2852,0,0,0
2020-02-09,Haiti,,18.9712,-72.2852,0,0,0
2020-02-10,Haiti,,18.9712,-72.2852,0,0,0
2020-02-11,Haiti,,18.9712,-72.2852,0,0,0
2020-02-12,Haiti,,18.9712,-72.2852,0,0,0
2020-02-13,Haiti,,18.9712,-72.2852,0,0,0
2020-02-14,Haiti,,18.9712,-72.2852,0,0,0
2020-02-15,Haiti,,18.9712,-72.2852,0,0,0
2020-02-16,Haiti,,18.9712,-72.2852,0,0,0
2020-02-17,Haiti,,18.9712,-72.2852,0,0,0
2020-02-18,Haiti,,18.9712,-72.2852,0,0,0
2020-02-19,Haiti,,18.9712,-72.2852,0,0,0
2020-02-20,Haiti,,18.9712,-72.2852,0,0,0
2020-02-21,Haiti,,18.9712,-72.2852,0,0,0
2020-02-22,Haiti,,18.9712,-72.2852,0,0,0
2020-02-23,Haiti,,18.9712,-72.2852,0,0,0
2020-02-24,Haiti,,18.9712,-72.2852,0,0,0
2020-02-25,Haiti,,18.9712,-72.2852,0,0,0
2020-02-26,Haiti,,18.9712,-72.2852,0,0,0
2020-02-27,Haiti,,18.9712,-72.2852,0,0,0
2020-02-28,Haiti,,18.9712,-72.2852,0,0,0
2020-02-29,Haiti,,18.9712,-72.2852,0,0,0
2020-03-01,Haiti,,18.9712,-72.2852,0,0,0
2020-03-02,Haiti,,18.9712,-72.2852,0,0,0
2020-03-03,Haiti,,18.9712,-72.2852,0,0,0
2020-03-04,Haiti,,18.9712,-72.2852,0,0,0
2020-03-05,Haiti,,18.9712,-72.2852,0,0,0
2020-03-06,Haiti,,18.9712,-72.2852,0,0,0
2020-03-07,Haiti,,18.9712,-72.2852,0,0,0
2020-03-08,Haiti,,18.9712,-72.2852,0,0,0
2020-03-09,Haiti,,18.9712,-72.2852,0,0,0
2020-03-10,Haiti,,18.9712,-72.2852,0,0,0
2020-03-11,Haiti,,18.9712,-72.2852,0,0,0
2020-03-12,Haiti,,18.9712,-72.2852,0,0,0
2020-03-13,Haiti,,18.9712,-72.2852,0,0,0
2020-03-14,Haiti,,18.9712,-72.2852,0,0,0
2020-03-15,Haiti,,18.9712,-72.2852,0,0,0
2020-03-16,Haiti,,18.9712,-72.2852,0,0,0
2020-03-17,Haiti,,18.9712,-72.2852,0,0,0
2020-03-18,Haiti,,18.9712,-72.2852,0,0,0
2020-03-19,Haiti,,18.9712,-72.2852,0,0,0
2020-03-20,Haiti,,18.9712,-72.2852,2,0,0
2020-03-21,Haiti,,18.9712,-72.2852,2,0,0
2020-03-22,Haiti,,18.9712,-72.2852,2,0,0
2020-03-23,Haiti,,18.9712,-72.2852,6,0,0
